id,name,brand,kind,status,physicalCount,functionSheetCount,functionTableCount,purposeRows,completeDeviceApproved,missing
orange-pi-other-sbc-lite,Orange Pi Lite,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-lite-2,Orange Pi Lite 2,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-one,Orange Pi One,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-one-plus,Orange Pi One Plus,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-pc,Orange Pi PC,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-pc-2,Orange Pi PC 2,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-pc-plus,Orange Pi PC Plus,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-plus-2e,Orange Pi Plus 2E,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-prime,Orange Pi Prime,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-r1,Orange Pi R1,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-r1-plus,Orange Pi R1 Plus,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-r1-plus-lts,Orange Pi R1 Plus LTS,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-r1-plus-lts-with-metal-case,Orange Pi R1 Plus LTS（With Metal Case）,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-rk3399,Orange Pi RK3399,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-rv2,Orange Pi RV2,Orange Pi,board,pinout-source,3,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-win-plus,Orange Pi Win Plus,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-zero,Orange Pi Zero,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-zero-2,Orange Pi Zero 2,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-zero-2w,Orange Pi Zero 2W,Orange Pi,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-zero-3,Orange Pi Zero 3,Orange Pi,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-zero-lts,Orange Pi Zero LTS,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-zero-plus,Orange Pi Zero Plus,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
orange-pi-other-sbc-zero-plus-2,Orange Pi Zero Plus 2,Orange Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
radxa-other-sbc-c200,C200,Radxa,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
radxa-other-sbc-cubie-a5e,Cubie A5E,Radxa,board,reference-only,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
radxa-other-sbc-cubie-a7a,Cubie A7A,Radxa,board,reference-only,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
radxa-other-sbc-cubie-a7z,Cubie A7Z,Radxa,board,reference-only,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
radxa-other-sbc-dragon-q6a,Dragon Q6A,Radxa,board,reference-only,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
radxa-other-sbc-dragon-q8b,Dragon Q8B,Radxa,board,reference-only,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
radxa-other-sbc-e24c,E24C,Radxa,board,reference-only,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
radxa-other-sbc-orion-o6,Orion O6,Radxa,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
radxa-other-sbc-rock-4d,ROCK 4D,Radxa,board,reference-only,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
radxa-other-sbc-taco-carrier,TACO carrier,Radxa,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-beaglebone-green-wireless,BeagleBone Green Wireless,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-eagleye-530s,Eagleye 530s,Seeed Studio,board,reference-only,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-mini-ai-computer-t906,Mini AI Computer T906,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-odyssey-stm32mp135d,ODYSSEY STM32MP135D,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-odyssey-stm32mp157c,ODYSSEY STM32MP157C,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-odyssey-x86j4105,ODYSSEY X86J4105,Seeed Studio,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-odyssey-x86j4125,ODYSSEY X86J4125,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-odyssey-x86j4125-v2,ODYSSEY X86J4125 V2,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-recomputer-classic-j501,reComputer Classic J501,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-recomputer-super-j3010,reComputer Super J3010,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-reserver-j2032,reServer J2032,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-reserver-x86,reServer X86,Seeed Studio,board,pinout-source,3,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-other-sbc-respeaker-core,reSpeaker Core,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
0xcb-rp2040-gemini,Gemini,0xCB,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
0xcb-rp2040-helios,Helios,0xCB,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
2231puppy-rp2040-e-fidget,E-Fidget,2231puppy,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
42-keebs-rp2040-the-frood,The Frood,42. Keebs,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
8086-consultancy-rp2040-rp2040-interfacer,RP2040 Interfacer,8086 Consultancy,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
8086-consultancy-rp2040-usb-interposer,USB Interposer,8086 Consultancy,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-floppsy-rp2040,Adafruit Floppsy RP2040,Adafruit,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-feather-rp2040,Feather RP2040,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-feather-rp2040-adalogger,Feather RP2040 Adalogger,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-feather-rp2040-can-bus,Feather RP2040 CAN Bus,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-feather-rp2040-prop-maker,Feather RP2040 Prop-Maker,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-feather-rp2040-rfm69,Feather RP2040 RFM69,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-feather-rp2040-rfm95,Feather RP2040 RFM95,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-feather-rp2040-rfm9x,Feather RP2040 RFM9x,Adafruit,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-feather-rp2040-scorpio,Feather RP2040 SCORPIO,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-feather-rp2040-thinkink,Feather RP2040 ThinkInk,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-feather-rp2040-with-dvi-output-port,Feather RP2040 with DVI Output Port,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-feather-rp2040-with-usb-type-a-host,Feather RP2040 with USB Type A Host,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-itsybitsy-rp2040,ItsyBitsy RP2040,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-kb2040,KB2040,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-macropad-rp2040,MacroPad RP2040,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-metro-rp2040,Metro RP2040,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-qt-py-rp2040,QT Py RP2040,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
adafruit-rp2040-trinkey-qt2040,Trinkey QT2040,Adafruit,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
arduino-rp2040-nano-rp2040-connect,Nano RP2040 Connect,Arduino,board,pinout-source,6,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
banana-pi-rp2040-bpi-pico-2040,BPI-Pico-2040,Banana Pi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
benjamin-shockley-rp2040-figpi,FigPi,Benjamin Shockley,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
boardsource-rp2040-blok,Blok,Boardsource,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
brad-n-lane-studio-rp2040-explorer-badge-rp2040,Bradán Lane STUDIO Explorer Badge RP2040,Bradán Lane STUDIO,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
breadstick-innovations-rp2040-raspberry-breadstick,Raspberry Breadstick,Breadstick Innovations,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
cytron-technologies-rp2040-edu-pico-for-pico-w,EDU PICO for Pico W,Cytron Technologies,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
cytron-technologies-rp2040-maker-nano-rp2040,Maker Nano RP2040,Cytron Technologies,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
cytron-technologies-rp2040-maker-pi-rp2040,Maker Pi RP2040,Cytron Technologies,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
cytron-technologies-rp2040-maker-uno-rp2040,Maker UNO RP2040,Cytron Technologies,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
datanoisetv-rp2040-picoadk-audio-development-kit,PicoADK - Audio Development Kit,DatanoiseTV,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
elecfreaks-rp2040-pico-ed,ELECFREAKS Pico:ed,ELECFREAKS,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
elecrow-rp2040-crowpanel-pico-hmi-2-4-inch-display,CrowPanel PICO HMI 2.4-inch Display,Elecrow,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
elecrow-rp2040-crowpanel-pico-hmi-2-8-inch-display,CrowPanel PICO HMI 2.8-inch Display,Elecrow,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
elecrow-rp2040-crowpanel-pico-hmi-4-3-inch-display,CrowPanel PICO HMI 4.3-inch Display,Elecrow,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
elecrow-rp2040-pico-w5-rp2040-dev-board,PICO W5 RP2040 Dev Board,Elecrow,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
electrolama-rp2040-minik-octave,Electrolama minik Octave,Electrolama,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
hack-club-rp2040-sprig,Hack Club Sprig,Hack Club,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
hack-club-rp2040-orpheus-pico,Orpheus Pico,Hack Club,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
heia-fr-rp2040-picomo-v2,PicoMo V2,HEIA-FR,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
heia-fr-rp2040-picomo-v3,PicoMo V3,HEIA-FR,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
hxr-dk-rp2040-sao-digital-multimeter,SAO Digital Multimeter,HXR.DK,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
invector-labs-rp2040-challenger-nb-rp2040-wifi,Challenger NB RP2040 WiFi,Invector Labs,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
invector-labs-rp2040-challenger-rp2040-lora,Challenger RP2040 LoRa,Invector Labs,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
invector-labs-rp2040-challenger-rp2040-lte,Challenger RP2040 LTE,Invector Labs,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
invector-labs-rp2040-challenger-rp2040-nfc,Challenger RP2040 NFC,Invector Labs,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
invector-labs-rp2040-challenger-rp2040-sd-rtc,Challenger RP2040 SD/RTC,Invector Labs,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
invector-labs-rp2040-challenger-rp2040-subghz,Challenger RP2040 SubGHz,Invector Labs,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
invector-labs-rp2040-challenger-rp2040-wifi,Challenger RP2040 WiFi,Invector Labs,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
invector-labs-rp2040-challenger-rp2040-wifi-ble,Challenger RP2040 WiFi/BLE,Invector Labs,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
jpconstantineau-rp2040-encoderpad-rp2040,EncoderPad RP2040,JPConstantineau,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
jpconstantineau-rp2040-pykey18-numpad,PyKey18 Numpad,JPConstantineau,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
jpconstantineau-rp2040-pykey44-ergo-keyboard,PyKey44 Ergo Keyboard,JPConstantineau,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
jpconstantineau-rp2040-pykey60-keyboard,PyKey60 Keyboard,JPConstantineau,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
jpconstantineau-rp2040-pykey87-ten-key-less-tkl-keyboard,PyKey87 Ten Key Less (TKL) Keyboard,JPConstantineau,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
lilygo-rp2040-t-display-rp2040,T-Display RP2040,LILYGO,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
lilygo-rp2040-t-picoc3,T-PicoC3,LILYGO,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
maple-rp2040-elite-pi,Maple Elite-Pi,Maple,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
melopero-rp2040-shake-rp2040,Shake RP2040,Melopero,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
music-thing-modular-rp2040-workshop-system,Music Thing Modular Workshop System ,Music Thing Modular,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
newsan-rp2040-archi,Archi,Newsan,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-rp2040-rp2040-promicro,RP2040 ProMicro,Nologo,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
nologo-rp2040-rp2040-promini,RP2040 ProMini,Nologo,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
nologo-rp2040-rp2040-uno,RP2040 Uno,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-rp2040-rp2040-usb,RP2040 USB,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-rp2040-rp2040supermini,RP2040SuperMini,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nullbits-rp2040-bit-c-pro,Bit-C PRO,nullbits,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
oak-development-technologies-rp2040-bread-2040-dev-board,Bread 2040 Dev Board,Oak Development Technologies,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
oak-development-technologies-rp2040-cast-away-rp2040,CAST-AWAY RP2040,Oak Development Technologies,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
oak-development-technologies-rp2040-rpga-feather,RPGA Feather,Oak Development Technologies,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
otake-takayoshi-rp2040-octave,OTAKE Takayoshi Octave,OTAKE Takayoshi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pajenicko-s-r-o-rp2040-pajenicko-picopad,Pajenicko Picopad,Pajenicko s.r.o.,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pcbcupid-rp2040-glyph-mini-2040,Glyph Mini 2040,Pcbcupid,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-badger-2040,Badger 2040,Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-badger-2040-w-pico-w-aboard,Badger 2040 W (Pico W Aboard),Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-inky-frame-5-7-pico-w-aboard,"Inky Frame 5.7\"" (Pico W Aboard)",Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-inky-frame-7-3-pico-w-aboard,"Inky Frame 7.3\"" (Pico W Aboard)",Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-interstate-75,Interstate 75,Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-keybow-2040,Keybow 2040,Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-motor-2040,Motor 2040,Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-pga2040,PGA2040,Pimoroni,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-picosystem,PicoSystem,Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-pico-dv-demo-base-for-pico,Pimoroni Pico DV Demo Base for Pico,Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-pico-dv-demo-base-for-pico-w,Pimoroni Pico DV Demo Base for Pico W,Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-pico-lipo-16mb,Pimoroni Pico LiPo (16MB),Pimoroni,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-pico-lipo-4mb,Pimoroni Pico LiPo (4MB),Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-plasma-2040,Plasma 2040,Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-plasma-stick-2040-w-pico-w-aboard,Plasma Stick 2040 W (Pico W Aboard),Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-servo-2040,Servo 2040,Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-tiny-2040,Tiny 2040,Pimoroni,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-tiny-2040-2mb,Tiny 2040 (2MB),Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-tiny-2040-8mb,Tiny 2040 (8MB),Pimoroni,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pimoroni-rp2040-tiny-fx,Tiny FX,Pimoroni,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
potekku-rp2040-cosmo-pico,COSMO-Pico,Potekku,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
proves-kit-rp2040-rp2040-v4,PROVES Kit RP2040 V4,PROVES Kit,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
quadbit-rp2040-upico,uPico,Quadbit,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
radomir-dopieralski-rp2040-game-22,µGame 22,Radomir Dopieralski,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
rakwireless-rp2040-rak11300-module,RAK11300-Module,RAKwireless,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
rakwireless-rp2040-rak11310,RAK11310,RAKwireless,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
raspberry-pi-rp2040-pico,Raspberry Pi Pico,Raspberry Pi,board,pinout-source,4,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
raspberry-pi-rp2040-pico-h,Raspberry Pi Pico H,Raspberry Pi,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
raspberry-pi-rp2040-pico-w,Raspberry Pi Pico W,Raspberry Pi,board,pinout-source,3,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
rf-guru-rp2040-pico,µPico,RF.Guru,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
securinghardware-com-rp2040-xiaomao,Xiaomao,SecuringHardware.com,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-rp2040-wio-rp2040-mini-dev-board,Wio RP2040 mini Dev Board,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-rp2040-wio-rp2040-module,Wio RP2040 Module,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-rp2040-xiao-rp2040,XIAO RP2040,Seeed Studio,board,pinout-source,3,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-rp2040-xiao-rp2040-plus,XIAO RP2040 Plus,Seeed Studio,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
silicognition-llc-rp2040-rp2040-shim,RP2040-Shim,Silicognition LLC,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
solder-party-rp2040-bb-q20-keyboard-with-trackpad,BB Q20 Keyboard with trackpad,Solder Party,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
solder-party-rp2040-rp2040-stamp,RP2040 STAMP,Solder Party,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
sparkfun-rp2040-micromod-rp2040-processor,MicroMod RP2040 Processor,SparkFun,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
sparkfun-rp2040-pro-micro-rp2040,Pro Micro RP2040,SparkFun,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
sparkfun-rp2040-thing-plus-rp2040,Thing Plus - RP2040,SparkFun,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
splitkb-rp2040-liatris,Liatris,SplitKB,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
tinycircuits-rp2040-thumby,Thumby,TinyCircuits,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
vcc-gnd-studio-rp2040-yd-rp2040,YD-RP2040,VCC-GND Studio,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
waveshare-rp2040-rp2040-ble,RP2040-BLE,Waveshare,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
waveshare-rp2040-rp2040-eth,RP2040-ETH,Waveshare,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
